id,sex,bdate,has_photo,has_mobile,followers_count,graduation,education_form,relation,education_status,langs,life_main,people_main,city,last_seen,occupation_type,occupation_name,career_start,career_end,result
21450,2,31,0,1.0,279.0,2011.0,1,4.0,2,61,0,6,340,204,1,566,39,34,0
44201,1,1972,1,1.0,805.0,2010.0,1,4.0,7,61,9,7,231,2896,0,1423,49,34,1
97775,2,1140,1,1.0,771.0,2001.0,1,1.0,0,61,0,0,280,1195,1,3727,28,34,1
63520,1,3404,1,1.0,3017.0,2013.0,1,0.0,7,117,6,1,421,5589,1,580,39,34,1
32873,2,735,0,1.0,88.0,1995.0,1,4.0,2,61,9,7,449,5301,0,3758,49,34,0
52732,2,1101,0,1.0,65.0,2012.0,1,4.0,7,61,0,0,751,1942,1,2317,49,34,1
45275,1,3562,1,1.0,225.0,2009.0,1,4.0,7,61,0,0,782,7946,0,1919,35,24,1
45562,1,1181,1,1.0,32.0,1974.0,1,4.0,2,61,9,7,598,7041,0,2763,18,20,1
15731,2,1436,1,1.0,68.0,2011.0,1,1.0,5,363,9,7,327,1458,0,1781,49,34,0
856,2,632,1,1.0,168.0,2004.0,1,4.0,2,61,1,6,246,27,0,978,49,34,0
50274,2,2965,0,1.0,50.0,2016.0,0,4.0,5,38,1,5,414,5299,0,893,49,34,1
61213,1,3108,1,1.0,368.0,2010.0,1,0.0,1,61,9,7,421,2545,0,2197,49,34,1
42121,1,54,1,1.0,3975.0,2010.0,3,7.0,2,182,0,0,684,6129,0,930,49,34,1
53115,1,1410,1,1.0,298.0,2012.0,1,2.0,7,86,0,0,421,4242,0,3033,49,34,1
83853,2,3402,0,1.0,127.0,0.0,1,0.0,7,61,9,7,53,4948,1,3457,38,34,0
15314,1,210,0,1.0,496.0,2010.0,1,1.0,7,61,0,0,530,7212,0,2597,49,34,1
82096,2,488,1,1.0,108.0,2007.0,1,1.0,1,61,9,7,482,3167,0,2160,33,21,1
99024,2,1211,0,1.0,125.0,0.0,1,0.0,5,61,0,0,588,2498,0,1241,49,34,1
2006,1,561,0,1.0,2346.0,2013.0,1,4.0,5,38,1,2,502,18,0,1031,49,34,1
17601,2,1196,0,1.0,131.0,2013.0,0,4.0,2,61,6,2,506,5070,0,1447,36,34,0
85589,1,3562,1,1.0,71.0,2010.0,1,0.0,5,38,0,0,128,2714,0,3651,49,34,1
88808,2,1982,1,1.0,117.0,2012.0,1,4.0,7,61,9,7,598,797,0,223,49,34,0
38612,2,3562,0,1.0,82.0,2012.0,1,0.0,2,61,9,7,860,783,0,3638,49,34,1
30647,2,658,0,1.0,64.0,0.0,1,4.0,8,61,9,7,729,2047,0,3275,49,34,0
21700,2,1746,0,1.0,91.0,2009.0,1,1.0,2,61,0,0,333,7858,1,1084,41,34,0
52891,2,1520,0,1.0,51.0,1992.0,1,0.0,2,61,9,7,324,1990,0,1570,49,34,1
11333,2,2017,1,1.0,58.0,2004.0,1,4.0,2,61,0,5,598,2139,0,972,49,34,0
41650,2,3562,0,1.0,1134.0,2000.0,1,4.0,2,38,9,7,324,5817,0,1561,49,34,1
72921,2,0,1,1.0,187.0,2009.0,1,0.0,8,363,9,7,532,4154,1,2684,34,34,0
32126,1,3562,0,1.0,91.0,0.0,1,0.0,1,61,9,7,333,4705,0,1767,49,34,1
16972,1,3562,1,1.0,605.0,2012.0,3,0.0,2,38,0,0,598,6272,0,1787,49,34,1
30625,2,2382,1,1.0,107.0,2007.0,1,4.0,2,38,9,7,440,3150,1,794,33,32,0
90782,2,3562,0,1.0,311.0,2008.0,1,0.0,0,3,9,7,598,604,1,389,31,34,1
86368,1,431,0,1.0,1023.0,2010.0,1,0.0,2,38,6,2,417,90,0,895,49,34,1
38023,1,2360,0,1.0,379.0,2015.0,0,4.0,5,61,0,0,598,7825,1,339,49,34,1
56966,2,987,0,1.0,34.0,2009.0,1,0.0,7,61,0,0,634,6911,1,465,41,34,0
21037,1,3562,0,1.0,391.0,2008.0,1,4.0,2,61,0,0,461,4870,1,2664,49,34,1
69547,1,1264,0,1.0,257.0,2017.0,1,4.0,5,86,6,1,421,4101,1,2877,40,34,1
51174,2,2887,0,1.0,12.0,2007.0,1,1.0,2,38,9,7,358,5618,0,1602,49,34,0
62556,2,1313,0,1.0,96.0,2005.0,1,0.0,8,61,0,0,247,6217,0,1567,49,34,0
4122,1,336,0,1.0,368.0,2013.0,1,0.0,2,38,9,7,768,3639,0,2282,49,34,1
44920,2,1508,1,1.0,299.0,2013.0,2,4.0,1,38,1,2,421,5003,0,1937,49,34,0
90744,2,1625,0,1.0,197.0,2015.0,1,1.0,7,86,1,2,588,4218,0,1241,49,34,0
63474,2,2556,1,1.0,99.0,2005.0,1,1.0,2,61,2,1,358,7872,0,3563,49,34,0
98528,1,3562,1,1.0,4.0,2009.0,0,0.0,2,38,0,0,414,6793,0,883,49,34,1
81520,1,359,1,1.0,1.0,2013.0,1,0.0,7,38,0,0,421,2053,0,1825,49,34,1
50016,1,1291,0,1.0,141.0,2008.0,3,4.0,1,61,0,0,358,1260,0,3640,49,34,1
7043,1,1059,1,1.0,108.0,0.0,3,4.0,7,154,0,0,421,247,1,247,38,34,1
33901,2,366,1,1.0,172.0,0.0,0,0.0,7,38,9,7,788,4263,0,1100,49,34,0
40747,2,2804,0,1.0,128.0,2016.0,1,7.0,2,268,0,0,213,3989,1,839,43,34,1
21397,1,2119,0,1.0,332.0,2015.0,1,4.0,7,61,0,0,305,6050,0,2612,49,34,1
85110,2,2110,1,1.0,270.0,2007.0,1,4.0,2,86,9,7,692,2495,0,3275,49,34,0
26282,1,553,1,1.0,323.0,0.0,1,0.0,5,38,0,0,598,6231,0,2763,49,34,1
39960,2,2111,0,1.0,228.0,0.0,1,4.0,7,38,9,7,461,1060,0,2757,49,34,0
76255,1,1381,0,1.0,2087.0,2010.0,2,7.0,2,86,6,5,421,7210,1,3912,40,34,1
62321,2,1360,0,1.0,83.0,2001.0,1,1.0,2,38,9,7,117,6666,0,3090,49,34,0
6376,2,482,0,1.0,104.0,2014.0,0,4.0,5,61,9,7,787,7696,1,3309,31,34,0
35720,1,1148,1,1.0,143.0,2021.0,1,0.0,5,3,0,0,366,3273,0,163,49,34,1
36195,2,2609,0,1.0,254.0,2019.0,1,0.0,0,86,0,0,421,2482,1,818,45,34,0
1042,1,1024,1,1.0,318.0,2013.0,1,0.0,5,38,9,7,482,4896,0,2172,49,34,1
96303,2,2930,0,1.0,91.0,2020.0,2,4.0,7,86,0,0,598,4718,0,3029,49,34,0
27574,2,3350,0,1.0,48.0,2004.0,1,4.0,2,38,9,7,243,4134,0,2600,49,34,0
38965,1,504,1,1.0,137.0,2007.0,0,4.0,2,61,1,2,860,7568,0,1930,49,34,1
20965,2,102,1,1.0,141.0,2013.0,1,1.0,7,61,0,0,612,2898,0,3096,49,34,0
84167,1,2177,1,1.0,407.0,2018.0,1,2.0,0,38,6,1,598,805,1,596,49,34,1
80457,2,1016,0,1.0,400.0,2010.0,1,0.0,4,363,0,0,598,2909,0,1252,49,34,0
17746,1,3562,1,1.0,108.0,2006.0,0,4.0,2,61,6,6,461,4119,0,2203,49,34,1
44728,1,3562,0,1.0,130.0,0.0,1,4.0,1,61,0,0,598,1121,0,1179,49,34,1
92446,2,1474,0,1.0,710.0,2012.0,1,0.0,2,61,2,5,462,2382,1,2368,33,34,0
20613,2,381,0,1.0,224.0,2009.0,1,1.0,7,86,6,2,692,5638,0,2763,38,29,1
647,1,2575,0,1.0,214.0,2008.0,1,0.0,2,61,9,7,282,7281,0,1796,49,34,1
9143,1,2861,1,1.0,178.0,1999.0,1,0.0,2,38,9,7,374,1648,0,1786,49,34,0
84463,2,2781,1,1.0,439.0,2014.0,1,4.0,2,38,0,0,417,6408,1,2302,40,34,0
17417,2,2878,1,1.0,99.0,2004.0,1,4.0,1,61,9,7,860,5344,0,2808,49,34,0
6252,2,2899,0,1.0,299.0,2012.0,1,0.0,2,61,6,2,235,2326,0,1415,49,34,0
22104,1,1359,0,1.0,323.0,2015.0,3,0.0,0,38,0,0,421,1126,0,2193,49,34,1
71753,2,2490,1,1.0,356.0,2016.0,0,1.0,0,86,1,2,747,2784,1,588,38,34,0
56629,1,2906,0,1.0,302.0,0.0,1,0.0,6,40,6,6,421,3961,0,281,49,34,1
23953,2,3562,0,1.0,19.0,2013.0,1,0.0,7,375,9,7,358,942,0,1615,49,34,0
40944,2,2297,1,1.0,932.0,0.0,0,4.0,4,86,9,7,601,1943,1,474,49,34,0
1,1,3524,1,1.0,1747.0,2008.0,0,7.0,2,61,0,2,276,5424,0,2258,38,34,1
46605,2,3562,0,1.0,129.0,2011.0,1,4.0,0,38,6,6,347,2410,0,1594,49,34,1
31031,1,2572,1,1.0,198.0,2010.0,0,4.0,2,61,0,0,797,8036,1,3082,37,23,1
44474,2,3432,0,1.0,147.0,2008.0,1,4.0,1,61,1,2,598,6144,1,1343,35,34,1
48755,1,3081,1,1.0,1340.0,2011.0,1,0.0,7,301,0,0,421,3810,0,3289,49,34,1
82967,2,13,0,1.0,48.0,0.0,1,4.0,7,61,9,7,279,7176,0,3571,49,34,0
90045,1,511,1,1.0,847.0,2010.0,1,7.0,2,61,1,2,598,6287,1,2116,37,34,1
18665,2,1471,0,1.0,158.0,0.0,1,0.0,6,61,9,7,108,6281,0,540,49,34,0
99073,1,326,1,1.0,37.0,2007.0,1,4.0,2,61,0,0,213,5202,0,870,49,34,1
12637,1,1063,0,1.0,96.0,2007.0,1,4.0,1,363,9,7,358,5655,0,2151,49,34,1
3550,1,3562,1,1.0,312.0,2011.0,1,4.0,2,61,0,0,56,6952,0,3751,49,34,1
27768,2,1483,0,1.0,159.0,2019.0,0,1.0,7,61,0,4,860,6379,0,3345,28,23,1
15402,1,2040,0,1.0,695.0,2013.0,1,2.0,7,68,0,0,421,2855,0,1871,34,34,0
75670,1,44,0,1.0,102.0,2002.0,1,0.0,5,61,0,0,598,2409,0,2033,49,34,1
22005,1,2217,0,1.0,378.0,2009.0,0,4.0,2,61,0,0,598,395,1,161,49,34,1
8205,1,1320,0,1.0,266.0,0.0,1,7.0,5,38,1,2,282,7802,0,3560,49,34,1
72183,1,523,1,1.0,718.0,2013.0,1,7.0,7,61,1,6,598,466,0,3207,42,31,1
78363,2,2132,1,1.0,91.0,2009.0,1,4.0,2,363,9,7,780,4281,0,986,49,34,0
5669,2,3562,0,1.0,13.0,2005.0,1,4.0,2,363,6,1,386,4612,1,3321,37,34,0
28273,1,3562,1,1.0,166.0,2008.0,1,4.0,2,38,0,0,860,7885,0,822,49,34,1
33547,1,3288,1,1.0,599.0,0.0,1,2.0,0,38,0,0,421,51,0,1885,49,34,1
66461,2,2514,1,1.0,225.0,2008.0,1,0.0,2,61,6,2,282,6364,0,3585,49,34,0
28466,2,1453,0,1.0,198.0,2015.0,1,4.0,5,61,6,5,421,1339,0,2196,49,34,1
30050,1,224,0,1.0,443.0,2014.0,1,4.0,5,133,5,2,742,150,1,399,38,31,0
40817,1,186,1,1.0,100.0,2011.0,1,0.0,5,108,0,0,455,1947,1,327,40,24,1
94590,2,1761,0,1.0,58.0,2013.0,1,4.0,2,61,0,0,461,5564,0,2212,49,34,0
73040,2,2349,0,1.0,186.0,2011.0,1,0.0,2,61,0,0,598,6127,1,3450,38,34,0
78715,2,3562,0,1.0,44.0,2007.0,1,4.0,5,200,1,2,841,4033,0,2788,49,34,0
97964,1,3562,0,1.0,306.0,2010.0,1,4.0,2,61,0,0,421,3856,0,1572,49,34,1
49469,2,1389,1,1.0,1082.0,2023.0,1,0.0,4,61,1,2,556,1367,0,1093,46,32,0
38791,2,2305,0,1.0,144.0,2015.0,1,0.0,0,89,6,5,859,8180,0,3020,41,34,1
33178,2,1818,1,1.0,180.0,2011.0,0,1.0,7,61,0,0,421,436,0,2049,49,34,0
31326,2,277,1,1.0,206.0,2006.0,1,0.0,4,61,9,7,421,6709,0,1250,49,34,0
97118,1,2116,0,1.0,413.0,2017.0,1,0.0,0,86,6,2,421,2525,0,823,49,34,1
8361,1,1656,0,1.0,122.0,2004.0,1,0.0,2,225,9,7,247,4692,0,3159,49,34,1
10528,2,1307,0,1.0,375.0,2013.0,1,4.0,7,86,1,2,421,5769,1,582,43,34,0
68925,2,530,1,1.0,77.0,2010.0,1,4.0,7,61,9,7,35,1206,0,681,49,34,0
86444,2,289,0,1.0,53.0,1997.0,1,4.0,2,38,9,7,744,5526,0,3344,49,34,1
1733,2,655,0,1.0,77.0,2013.0,1,1.0,1,307,5,1,495,3806,0,2351,40,32,1
60892,2,3562,0,1.0,27.0,0.0,1,0.0,7,61,9,7,635,3658,2,3922,49,34,0
92210,1,3562,0,1.0,289.0,2010.0,0,0.0,2,61,0,0,860,5077,0,2758,49,34,1
87534,1,3013,0,1.0,507.0,2015.0,1,0.0,7,38,9,7,601,636,0,2944,49,34,1
3411,2,15,1,1.0,493.0,2007.0,1,0.0,7,61,6,6,527,4075,2,3922,49,34,0
5114,2,1437,1,1.0,199.0,2012.0,1,4.0,5,38,0,0,592,7084,1,2364,42,34,0
8896,2,2312,1,1.0,103.0,2014.0,1,0.0,8,61,1,2,738,1763,0,2008,49,34,0
67946,1,1157,1,1.0,319.0,2014.0,1,1.0,7,61,6,2,124,7317,1,1081,44,34,1
60982,2,3562,0,1.0,103.0,0.0,1,1.0,2,61,0,0,821,4286,0,3764,49,33,1
26449,1,2654,1,1.0,1348.0,2010.0,1,0.0,5,61,9,7,499,3183,1,3463,32,34,1
19678,1,1277,1,1.0,627.0,2012.0,3,0.0,2,373,0,0,860,7128,0,1797,49,34,1
24181,1,1460,0,1.0,2366.0,2012.0,1,0.0,7,86,6,5,821,2686,0,2035,49,34,1
95087,1,1529,1,1.0,0.0,2013.0,3,1.0,2,61,7,6,598,7856,0,3010,49,34,1
61185,1,3430,1,1.0,277.0,0.0,1,0.0,5,92,9,7,421,4136,0,1837,49,34,1
85735,1,2697,0,1.0,226.0,2014.0,1,0.0,2,86,6,0,421,3370,0,1840,49,34,1
36322,2,1520,0,1.0,36.0,2011.0,0,4.0,5,61,9,7,598,8147,0,1381,34,21,0
50105,2,1868,0,1.0,176.0,2006.0,1,4.0,2,61,1,2,575,5174,1,3617,32,34,0
72971,2,1578,0,1.0,118.0,2008.0,1,0.0,2,61,9,7,421,1169,0,3381,49,34,0
49549,2,1863,0,1.0,74.0,2013.0,1,4.0,7,61,9,7,588,1197,0,3751,49,34,1
77395,1,1502,0,1.0,667.0,2011.0,1,7.0,2,38,6,0,598,3224,1,426,38,34,1
96318,2,1774,0,1.0,428.0,2003.0,0,4.0,2,61,6,7,358,6352,0,1615,49,34,0
43193,2,3562,0,1.0,22.0,2000.0,1,0.0,0,61,0,0,598,8092,1,15,33,34,0
81236,1,1476,1,1.0,102.0,2001.0,1,1.0,2,61,0,0,618,5537,0,2672,49,34,1
43434,1,3562,0,1.0,264.0,2006.0,1,0.0,2,61,9,7,178,3445,0,2887,49,34,1
84746,1,1831,1,1.0,187.0,2015.0,1,4.0,6,38,1,2,730,1097,1,393,41,34,1
75632,1,2892,0,1.0,800.0,2014.0,3,4.0,0,38,1,6,120,2019,1,2435,41,34,1
11038,1,1696,0,1.0,2135.0,2014.0,0,0.0,5,61,0,0,98,29,0,2907,49,34,1
89041,2,1936,1,1.0,206.0,2015.0,1,4.0,7,61,9,7,598,6860,0,3405,35,34,0
24757,1,1120,0,1.0,2170.0,2010.0,1,4.0,2,61,1,1,391,6069,0,2066,33,30,1
46477,1,2336,0,1.0,426.0,2005.0,1,6.0,2,61,5,2,496,420,0,3100,31,33,1
37767,2,1893,0,1.0,127.0,2009.0,1,4.0,2,61,5,6,340,323,0,1752,49,34,0
73578,2,2385,0,1.0,346.0,2015.0,1,4.0,7,61,6,0,807,4696,0,2953,49,34,0
66902,2,2141,0,1.0,296.0,0.0,0,0.0,8,86,6,2,381,2585,0,2057,49,34,1
20231,1,849,0,1.0,518.0,2014.0,1,2.0,6,301,6,0,860,5898,0,868,49,34,1
23712,1,66,1,1.0,73.0,2003.0,1,0.0,2,38,9,7,823,5854,0,3419,49,34,1
40650,2,1941,1,1.0,95.0,2005.0,1,4.0,2,363,0,6,833,1427,0,1379,31,28,0
77179,2,790,0,1.0,310.0,2016.0,1,2.0,5,86,0,2,421,732,0,1827,49,34,0
74488,2,379,0,1.0,23.0,0.0,0,0.0,7,3,9,7,785,7810,0,824,49,34,0
47516,1,1767,0,1.0,2054.0,2015.0,3,4.0,0,160,6,6,598,3745,1,103,37,34,1
50087,2,2457,0,1.0,40.0,2016.0,1,1.0,2,61,9,7,414,1883,0,874,49,34,0
53310,1,1593,1,1.0,484.0,0.0,3,4.0,5,61,9,7,300,6789,0,1101,49,34,1
15405,1,257,0,1.0,1849.0,2014.0,0,4.0,0,61,0,0,652,7773,2,3922,49,34,1
34985,1,409,0,1.0,217.0,2008.0,1,4.0,2,272,1,6,206,5961,0,934,49,34,1
46742,1,3329,0,1.0,276.0,2014.0,0,4.0,7,61,6,2,421,5004,1,2481,38,34,1
89449,2,3466,0,1.0,90.0,2010.0,0,0.0,0,61,1,2,156,5473,1,175,31,34,0
98356,1,3562,1,1.0,569.0,2014.0,1,0.0,5,38,0,0,598,5207,1,166,49,34,1
5763,1,3562,1,1.0,5350.0,2013.0,1,1.0,7,61,1,2,744,1609,1,3349,49,34,1
93445,2,2688,1,1.0,38.0,2009.0,1,4.0,2,38,9,7,35,7168,0,682,49,34,0
87276,1,906,1,1.0,344.0,2006.0,0,0.0,2,61,0,0,421,1695,0,2155,37,31,1
89194,1,2972,0,1.0,224.0,2014.0,1,0.0,4,117,6,0,860,4471,0,3432,49,34,1
2692,2,808,0,1.0,41.0,2009.0,1,0.0,6,61,6,1,607,1208,0,2972,49,34,0
83080,1,1223,0,1.0,604.0,2010.0,0,4.0,2,61,1,2,860,6067,1,3539,33,34,1
81530,2,3101,1,1.0,55.0,2002.0,1,4.0,2,61,0,0,683,1128,0,2644,31,21,0
78674,2,1489,0,1.0,236.0,2010.0,1,4.0,2,86,1,2,421,3943,1,3795,35,34,0
85012,2,113,1,1.0,79.0,2009.0,1,4.0,3,61,9,7,598,7740,0,3020,49,34,0
6897,2,1643,1,1.0,70.0,2002.0,1,0.0,2,86,0,0,421,2421,1,497,28,34,0
35,2,1297,0,1.0,54.0,2001.0,1,0.0,1,61,9,7,495,7852,0,2356,49,34,0
24077,1,1146,0,1.0,421.0,2017.0,1,1.0,7,61,0,0,609,6427,0,2705,49,34,1
95405,1,1375,1,1.0,1445.0,2012.0,0,4.0,2,61,5,6,598,5893,1,690,49,34,1
98021,2,983,1,1.0,154.0,2015.0,1,1.0,7,61,0,0,421,5845,1,468,44,34,0
91501,2,1641,0,1.0,1553.0,2013.0,1,4.0,2,86,6,5,598,4937,0,3041,43,25,1
77094,2,2457,1,1.0,96.0,2014.0,0,0.0,7,61,9,7,626,5958,0,3719,49,34,0
89465,2,1961,1,1.0,324.0,2013.0,2,4.0,7,61,5,2,800,2921,1,1743,36,34,0
53415,2,1681,0,1.0,366.0,0.0,0,1.0,7,61,0,0,860,7892,0,1453,49,34,1
51138,2,2784,1,1.0,3.0,2000.0,0,6.0,2,38,9,7,386,2932,0,2237,49,34,0
45192,1,755,0,1.0,215.0,2010.0,0,4.0,7,61,1,2,333,3575,1,4,41,34,1
28259,1,324,1,1.0,146.0,2009.0,0,0.0,1,38,9,7,783,495,1,842,49,34,1
75534,1,581,0,1.0,193.0,2016.0,3,0.0,2,38,0,0,421,2571,0,1938,49,34,1
72114,2,3562,0,1.0,163.0,2016.0,1,0.0,1,86,0,0,421,4604,0,1912,49,34,1
82701,2,884,0,1.0,17.0,2009.0,1,1.0,2,61,1,2,282,3944,1,2227,32,34,0
83586,2,331,1,1.0,375.0,2010.0,1,1.0,7,61,1,2,684,6319,0,3484,49,34,0
54565,2,901,0,1.0,180.0,2016.0,2,0.0,4,61,7,6,295,1593,0,534,49,34,0
74636,1,3118,1,1.0,297.0,2005.0,1,4.0,2,38,1,2,598,439,1,2413,49,34,0
38626,1,2606,0,1.0,1724.0,2022.0,1,4.0,6,38,1,2,461,1576,0,2195,49,34,1
40439,2,3538,0,1.0,247.0,2010.0,1,0.0,7,61,0,0,421,682,1,2628,35,34,0
85618,2,2287,1,1.0,11.0,2010.0,1,4.0,2,61,1,6,279,1040,0,3259,36,31,0
13384,2,2576,0,1.0,171.0,2008.0,1,0.0,5,38,9,7,358,49,0,1015,49,34,0
46632,2,937,1,1.0,222.0,2011.0,1,7.0,7,61,0,0,421,7008,0,2196,49,34,1
39197,1,2938,1,1.0,582.0,2011.0,1,4.0,0,133,1,2,569,6377,1,3292,39,34,1
18614,1,3361,0,1.0,206.0,2006.0,1,4.0,2,38,9,7,61,1997,0,674,49,34,1
984,1,560,1,1.0,213.0,2013.0,1,0.0,2,38,9,7,421,376,0,2601,49,34,1
43409,2,3257,0,1.0,144.0,0.0,1,3.0,5,204,6,1,720,2644,0,3896,49,34,0
91578,1,3088,0,1.0,284.0,0.0,1,4.0,0,38,9,7,340,1133,0,3143,49,34,1
96499,1,971,1,1.0,1647.0,2013.0,1,2.0,2,61,0,0,598,5150,0,824,39,31,1
36603,2,1180,1,1.0,13.0,2013.0,0,0.0,2,61,0,0,809,267,0,2184,49,34,0
61097,2,1978,1,1.0,146.0,2007.0,1,4.0,2,61,9,7,783,1468,0,2971,49,34,0
22601,1,1764,1,1.0,242.0,2016.0,1,0.0,5,61,0,0,272,4079,0,1551,49,34,1
87549,2,3050,1,1.0,47.0,2005.0,0,0.0,1,61,9,7,53,3229,0,823,49,34,0
67222,2,2015,0,1.0,223.0,2015.0,1,0.0,8,64,9,7,421,5234,0,1922,32,21,0
56659,2,2306,1,1.0,70.0,2011.0,0,0.0,2,61,5,2,246,8153,0,1111,49,34,1
42187,1,3562,0,1.0,348.0,0.0,1,4.0,2,38,0,2,421,3270,0,3269,49,34,1
73505,2,656,0,1.0,249.0,2012.0,1,0.0,2,61,9,7,699,6485,0,2923,49,34,1
74450,1,2358,0,1.0,403.0,2011.0,1,4.0,7,61,9,7,95,4693,0,976,49,34,1
10133,2,2834,0,1.0,178.0,2011.0,1,4.0,7,61,1,2,333,3409,1,750,35,34,0
21269,2,760,0,1.0,87.0,2009.0,0,1.0,1,38,0,0,593,6891,0,2748,33,19,0
91480,1,1885,1,1.0,117.0,2004.0,2,4.0,2,38,0,0,489,6670,0,3512,49,34,1
46668,1,1547,0,1.0,169.0,2012.0,1,2.0,0,38,5,2,421,1426,0,2193,49,34,1
9365,1,2341,1,1.0,331.0,2001.0,2,0.0,5,61,0,0,860,6450,0,3366,49,34,0
28483,1,3250,0,1.0,330.0,0.0,3,4.0,2,61,1,2,860,5877,0,2176,26,28,1
18703,2,2368,1,1.0,689.0,2020.0,3,0.0,5,38,0,0,598,7053,0,2807,49,34,1
53191,2,3562,1,1.0,695.0,2010.0,2,0.0,2,61,0,0,530,3397,0,2059,36,22,0
42694,2,1409,0,1.0,235.0,2013.0,1,4.0,4,38,9,7,860,6663,1,25,49,34,0
99618,1,2002,1,1.0,294.0,2012.0,1,0.0,5,117,0,6,514,412,0,3234,49,34,1
61211,2,1930,1,1.0,74.0,2019.0,1,0.0,7,38,0,0,421,413,0,1653,49,34,0
25150,2,3562,1,1.0,182.0,2008.0,0,0.0,2,318,1,2,860,3049,1,1175,26,34,1
46560,2,3450,1,1.0,2164.0,2013.0,0,7.0,2,61,0,0,238,6390,1,1445,42,34,1
65174,1,904,0,1.0,338.0,2015.0,1,0.0,5,274,9,7,554,3172,0,567,49,34,1
2133,1,3519,1,1.0,204.0,2008.0,1,0.0,7,38,9,7,396,3966,0,2599,49,34,1
9469,2,1977,1,1.0,138.0,2010.0,1,0.0,2,61,5,6,860,3649,0,2543,49,34,0
51291,1,964,1,1.0,34.0,2000.0,1,4.0,2,61,6,2,246,3577,0,2951,26,25,1
69361,2,1792,1,1.0,25.0,1995.0,1,1.0,2,61,0,0,676,5809,1,1806,49,34,0
22425,2,3562,1,1.0,102.0,2010.0,1,0.0,2,61,9,7,417,718,1,1632,36,34,0
7855,1,2258,0,1.0,1124.0,2012.0,1,4.0,6,111,5,1,421,5960,1,3284,41,34,1
39553,2,2539,1,1.0,172.0,2011.0,1,4.0,2,61,9,7,176,2981,1,2315,34,34,0
32048,1,1900,1,1.0,194.0,2011.0,1,0.0,2,169,6,0,421,6883,0,2753,38,34,1
165,2,54,0,1.0,106.0,2011.0,1,4.0,1,61,1,6,690,20,1,3857,35,34,0
79808,1,1902,0,1.0,821.0,2010.0,2,0.0,1,61,9,7,823,5521,0,3432,49,34,1
16581,1,721,1,1.0,135.0,0.0,0,4.0,5,38,9,7,230,1358,0,2906,49,34,1
75890,2,3289,0,1.0,1008.0,2010.0,1,6.0,2,61,1,2,708,5086,0,3236,36,34,0
12652,2,2886,1,1.0,150.0,2006.0,1,1.0,3,61,9,7,358,5288,0,1573,49,34,0
76815,1,3562,0,0.0,121.0,2009.0,3,4.0,2,38,9,7,421,2465,0,1973,49,34,1
89137,2,1071,0,1.0,357.0,2014.0,1,0.0,0,38,9,7,421,5889,0,2197,49,34,0
73932,2,3562,1,1.0,227.0,0.0,1,4.0,7,61,9,7,529,1568,0,2653,31,23,0
41326,1,1510,0,1.0,82.0,2015.0,1,4.0,2,301,6,2,421,873,0,2252,49,34,1
87281,1,3133,0,1.0,58.0,2014.0,0,1.0,7,61,0,0,860,2517,0,883,49,34,1
2605,1,2477,0,1.0,1371.0,2013.0,1,1.0,1,303,6,6,282,7104,0,3583,49,34,1
18470,1,122,0,1.0,325.0,2001.0,1,4.0,4,61,0,0,355,1672,0,633,49,34,1
49251,2,1849,1,1.0,60.0,2006.0,1,0.0,2,38,9,7,358,1289,0,1029,49,34,0
67767,1,3562,1,1.0,308.0,0.0,3,0.0,1,38,6,6,860,196,0,3223,49,34,1
23302,1,2342,0,1.0,350.0,2013.0,1,4.0,2,61,0,0,421,2520,0,1912,49,34,1
41268,2,3562,0,1.0,96.0,2004.0,1,4.0,2,61,0,2,231,501,0,878,49,34,0
90434,2,1413,0,1.0,42.0,2012.0,0,1.0,2,61,9,7,86,4011,0,1748,49,34,0
45405,1,3562,1,1.0,86.0,2007.0,2,0.0,2,61,1,2,421,2275,1,590,30,34,1
25353,2,3562,1,1.0,24.0,0.0,3,0.0,4,61,0,0,628,4142,0,3118,49,34,0
15188,1,395,0,1.0,319.0,2015.0,1,0.0,5,243,0,0,478,4378,0,2561,49,34,1
29512,2,2769,0,1.0,178.0,2014.0,0,4.0,7,61,6,0,421,956,0,2015,33,26,0
39692,2,2956,0,1.0,364.0,2011.0,1,0.0,7,55,0,0,95,1416,0,952,49,34,0
49238,2,3562,0,1.0,214.0,2010.0,1,4.0,7,61,9,7,315,293,0,3735,31,22,0
26817,2,2030,0,1.0,40.0,1996.0,1,4.0,7,61,9,7,282,263,1,3558,23,34,1
25537,2,1635,1,1.0,37.0,1995.0,0,4.0,2,38,0,0,482,3857,1,356,49,34,0
39469,1,3289,1,1.0,282.0,0.0,3,0.0,7,254,1,2,860,1292,0,74,49,34,1
11397,1,3562,1,1.0,161.0,2008.0,1,0.0,1,61,9,7,684,4708,0,930,49,34,1
13053,1,3419,1,1.0,95.0,1998.0,1,4.0,2,61,9,7,124,1704,0,3749,49,34,1
80499,2,1955,1,1.0,89.0,2014.0,2,1.0,2,86,6,2,421,7389,0,2870,49,34,0
71781,2,1212,1,1.0,138.0,0.0,3,4.0,6,38,0,0,860,319,1,2303,49,34,0
24532,2,3562,1,1.0,59.0,2010.0,3,4.0,2,61,9,7,823,278,1,3360,31,34,1
35991,1,3562,1,1.0,502.0,2010.0,1,4.0,2,61,0,0,748,7025,1,463,42,34,1
